full_name,code,fund_url,type,publish_date,setup_date_and_scale,asset_scale,amount_scale,company,company_url,bank,bank_url,manager,manager_url,profit_situation,management_feerate,trustee_feerate,standard_compared,followed_target
鹏华国证钢铁行业指数型证券投资基金(LOF),"	502023",http://fundf10.eastmoney.com/jbgk_502023.html,股票指数,2015年6月23日,2015年08月13日 / 3.231亿份,6.37亿元（截止至：2021年03月31日）,4.1596亿份,鹏华基金,http://fund.eastmoney.com/company/80000230.html,招商银行,http://fund.eastmoney.com/bank/10000020.html,罗英宇,http://fund.eastmoney.com/manager/30720620.html,每份累计0.00元（0次）,1.00%（每年）,0.22%（每年）,国证钢铁行业指数收益率×95%+商业银行活期存款利率(税后)×5%,国证钢铁行业指数
国泰中证钢铁交易型开放式指数证券投资基金发起式联接基金,"	008189",http://fundf10.eastmoney.com/jbgk_008189.html,联接基金,2020年1月2日,2020年01月20日 / 0.151亿份,0.76亿元（截止至：2021年03月31日）,0.5554亿份,国泰基金,http://fund.eastmoney.com/company/80000224.html,招商银行,http://fund.eastmoney.com/bank/10000020.html,徐成城,http://fund.eastmoney.com/manager/30521045.html,每份累计0.00元（0次）,0.50%（每年）,0.10%（每年）,中证钢铁指数收益率×95%+银行活期存款利率(税后)×5%,中证钢铁指数
招商中证大宗商品股票指数证券投资基金(LOF),"	161715",http://fundf10.eastmoney.com/jbgk_161715.html,股票指数,2012年5月21日,2012年06月28日 / 10.633亿份,2.04亿元（截止至：2021年03月31日）,1.7062亿份,招商基金,http://fund.eastmoney.com/company/80036782.html,工商银行,http://fund.eastmoney.com/bank/80001067.html,侯昊,http://fund.eastmoney.com/manager/30379533.html,每份累计0.00元（0次）,1.00%（每年）,0.22%（每年）,中证大宗商品股票指数收益率×95%+商业银行活期存款利率(税后)×5%,中证大宗商品股票指数
富国中证国企一带一路交易型开放式指数证券投资基金联接基金,"	007786",http://fundf10.eastmoney.com/jbgk_007786.html,联接基金,2019年12月9日,2019年12月31日 / 2.797亿份,0.11亿元（截止至：2021年03月31日）,0.0859亿份,富国基金,http://fund.eastmoney.com/company/80000221.html,中国银行,http://fund.eastmoney.com/bank/80001122.html,王保合,http://fund.eastmoney.com/manager/30069488.html,每份累计0.00元（0次）,0.15%（每年）,0.05%（每年）,中证国企一带一路指数收益率×95%+银行活期存款利率(税后)×5%,中证国企一带一路指数
工银瑞信新材料新能源行业股票型证券投资基金,"	001158",http://fundf10.eastmoney.com/jbgk_001158.html,股票型,2015年4月8日,2015年04月28日 / 24.408亿份,22.30亿元（截止至：2021年03月31日）,16.3727亿份,工银瑞信基金,http://fund.eastmoney.com/company/80064225.html,兴业银行,http://fund.eastmoney.com/bank/80001069.html,张剑峰,http://fund.eastmoney.com/manager/30493595.html,每份累计0.00元（0次）,1.50%（每年）,0.25%（每年）,中证全指一级行业能源指数收益率×40%+中证全指一级行业材料指数收益率×40%+中债综合指数收益率×20%,该基金无跟踪标的
中融竞争优势股票型证券投资基金,"	003145",http://fundf10.eastmoney.com/jbgk_003145.html,股票型,2016年8月8日,2016年09月07日 / 2.725亿份,0.85亿元（截止至：2021年03月31日）,0.5249亿份,中融基金,http://fund.eastmoney.com/company/80341238.html,交通银行,http://fund.eastmoney.com/bank/80001121.html,柯海东,http://fund.eastmoney.com/manager/30405173.html,每份累计0.00元（0次）,1.50%（每年）,0.25%（每年）,沪深300指数收益率×80%+中债总指数收益率×20%,该基金无跟踪标的
华泰柏瑞中证红利低波动交易型开放式指数证券投资基金联接基金,"	007466",http://fundf10.eastmoney.com/jbgk_007466.html,联接基金,2019年6月13日,2019年07月15日 / 5.798亿份,0.21亿元（截止至：2021年03月31日）,0.1710亿份,华泰柏瑞基金,http://fund.eastmoney.com/company/80055334.html,建设银行,http://fund.eastmoney.com/bank/80001068.html,柳军,http://fund.eastmoney.com/manager/30050008.html,每份累计0.00元（0次）,0.50%（每年）,0.10%（每年）,中证红利低波动指数收益率×95%+银行活期存款利率(税后)×5%,中证红利低波动指数
建信中小盘先锋股票型证券投资基金,"	000729",http://fundf10.eastmoney.com/jbgk_000729.html,股票型,2014年7月28日,2014年08月20日 / 7.598亿份,2.48亿元（截止至：2021年03月31日）,0.9975亿份,建信基金,http://fund.eastmoney.com/company/80065990.html,招商证券,http://fund.eastmoney.com/bank/80000012.html,邵卓,http://fund.eastmoney.com/manager/30062853.html,每份累计0.00元（0次）,1.50%（每年）,0.25%（每年）,85%×中证500指数收益率+15%×中债综合全价(总值)指数收益率,该基金无跟踪标的
红土创新新科技股票型发起式证券投资基金,"	006265",http://fundf10.eastmoney.com/jbgk_006265.html,股票型,2018年8月15日,2018年09月14日 / 0.363亿份,3.26亿元（截止至：2021年03月31日）,1.1401亿份,红土创新基金,http://fund.eastmoney.com/company/80385906.html,工商银行,http://fund.eastmoney.com/bank/80001067.html,朱然,http://fund.eastmoney.com/manager/30560441.html,每份累计0.05元（1次）,1.50%（每年）,0.25%（每年）,中证TMT产业主题指数收益率*80%+中证综合债指数收益率*20%,该基金无跟踪标的
金鹰科技创新股票型证券投资基金,"	001167",http://fundf10.eastmoney.com/jbgk_001167.html,股票型,2015年4月15日,2015年04月30日 / 18.869亿份,2.68亿元（截止至：2021年03月31日）,2.5403亿份,金鹰基金,http://fund.eastmoney.com/company/80000245.html,工商银行,http://fund.eastmoney.com/bank/80001067.html,乔春,http://fund.eastmoney.com/manager/30297652.html,每份累计0.00元（0次）,1.50%（每年）,0.25%（每年）,沪深300指数收益率×80%+中证全债指数收益率×20%,该基金无跟踪标的
华宝标普沪港深中国增强价值指数证券投资基金(LOF),"	007397",http://fundf10.eastmoney.com/jbgk_007397.html,股票指数,2018年8月27日,2019年05月17日 / --,0.21亿元（截止至：2021年03月31日）,0.2178亿份,华宝基金,http://fund.eastmoney.com/company/80000250.html,建设银行,http://fund.eastmoney.com/bank/80001068.html,周晶,http://fund.eastmoney.com/manager/30200459.html,每份累计0.00元（0次）,0.75%（每年）,0.15%（每年）,标普沪港深中国增强价值指数收益率×95%+人民币银行活期存款利率(税后)×5%,标普沪港深中国增强价值指数
财通中证香港红利等权投资指数型证券投资基金,"	006658",http://fundf10.eastmoney.com/jbgk_006658.html,股票指数,2019年3月4日,2019年04月26日 / 2.721亿份,0.20亿元（截止至：2021年03月31日）,0.1943亿份,财通基金,http://fund.eastmoney.com/company/80161341.html,农业银行,http://fund.eastmoney.com/bank/80001120.html,吴迪,http://fund.eastmoney.com/manager/30445353.html,每份累计0.00元（0次）,1.00%（每年）,0.15%（每年）,中证香港红利等权投资指数收益率×95%+银行活期存款利率(税后)×5%,中证香港红利等权投资指数
西部利得中证500指数增强型证券投资基金(LOF),"	009300",http://fundf10.eastmoney.com/jbgk_009300.html,股票指数,2015年3月30日,2020年04月13日 / --,1.05亿元（截止至：2021年03月31日）,0.7211亿份,西部利得基金,http://fund.eastmoney.com/company/80147736.html,兴业银行,http://fund.eastmoney.com/bank/80001069.html,盛丰衍,http://fund.eastmoney.com/manager/30507477.html,每份累计0.00元（0次）,1.00%（每年）,0.20%（每年）,中证500指数收益率*95%+商业银行活期存款利率(税后)*5%,中证500指数
恒生前海港股通高股息低波动指数证券投资基金,"	005702",http://fundf10.eastmoney.com/jbgk_005702.html,股票指数,2018年3月19日,2018年04月26日 / 3.149亿份,0.33亿元（截止至：2021年03月31日）,0.3357亿份,恒生前海基金,http://fund.eastmoney.com/company/80508384.html,农业银行,http://fund.eastmoney.com/bank/80001120.html,杨伟,http://fund.eastmoney.com/manager/30301377.html,每份累计0.00元（0次）,1.00%（每年）,0.15%（每年）,恒生港股通高股息低波动指数收益率×95%+银行人民币活期存款利率(税后)×5%,恒生港股通高股息低波动指数
建信潜力新蓝筹股票型证券投资基金,"	000756",http://fundf10.eastmoney.com/jbgk_000756.html,股票型,2014年8月13日,2014年09月10日 / 14.675亿份,0.64亿元（截止至：2021年03月31日）,0.2704亿份,建信基金,http://fund.eastmoney.com/company/80065990.html,交通银行,http://fund.eastmoney.com/bank/80001121.html,邵卓,http://fund.eastmoney.com/manager/30062853.html,每份累计0.00元（0次）,1.50%（每年）,0.25%（每年）,85%×沪深300指数收益率+15%×中债总财富(总值)指数收益率,该基金无跟踪标的
中银智能制造股票型证券投资基金,"	001476",http://fundf10.eastmoney.com/jbgk_001476.html,股票型,2015年6月8日,2015年06月19日 / 63.749亿份,11.91亿元（截止至：2021年03月31日）,7.9242亿份,中银基金,http://fund.eastmoney.com/company/80048752.html,中信银行,http://fund.eastmoney.com/bank/80001220.html,王伟,http://fund.eastmoney.com/manager/30331915.html,每份累计0.00元（0次）,1.50%（每年）,0.25%（每年）,中证装备产业指数收益率×80% +中债综合指数收率×20%,该基金无跟踪标的
